City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
261,Puerto Ayacucho,VE,2021-11-23 04:06:44,5.6639,-67.6236,76.14,88,95,3.31,overcast clouds
262,Ixtapa,MX,2021-11-23 04:06:44,20.7,-105.2,76.23,88,1,0.0,clear sky
263,Atbasar,KZ,2021-11-23 04:06:44,51.8,68.3333,27.5,88,79,17.78,broken clouds
264,Antalaha,MG,2021-11-23 04:06:45,-14.9003,50.2788,76.51,76,94,3.04,light rain
265,Esfarayen,IR,2021-11-23 04:06:45,37.0765,57.5101,47.82,55,25,1.86,scattered clouds
266,Port Hedland,AU,2021-11-23 04:06:46,-20.3167,118.5667,91.45,46,64,13.8,broken clouds
267,Nehe,CN,2021-11-23 04:06:46,48.4833,124.8333,16.02,76,100,18.39,overcast clouds
268,Portree,GB,2021-11-23 04:06:47,57.4129,-6.1942,45.86,96,100,8.48,overcast clouds
269,Las Palmas,ES,2021-11-23 04:06:47,28.4204,-14.0131,59.79,77,83,4.61,broken clouds
270,Cidreira,BR,2021-11-23 04:06:47,-30.1811,-50.2056,68.7,79,9,8.39,clear sky
271,Saint-Francois,FR,2021-11-23 04:06:48,46.4154,3.9054,42.24,75,90,10.36,overcast clouds
272,La Ronge,CA,2021-11-23 04:06:48,55.1001,-105.2842,21.88,89,100,12.59,overcast clouds
273,Barcelona,ES,2021-11-23 04:06:12,41.3888,2.159,55.15,74,20,1.99,few clouds
274,Cockburn Town,TC,2021-11-23 04:06:49,21.4612,-71.1419,81.21,75,4,12.21,clear sky
275,Jensen Beach,US,2021-11-23 04:02:14,27.2545,-80.2298,67.05,91,70,6.91,broken clouds
276,Surgut,RU,2021-11-23 04:06:50,61.25,73.4167,19.58,100,40,11.18,light snow
277,Emporia,US,2021-11-23 04:06:00,38.4039,-96.1817,37.6,70,1,8.05,clear sky
278,Torbay,CA,2021-11-23 04:03:19,47.6666,-52.7314,38.26,83,44,1.99,scattered clouds
279,Tautira,PF,2021-11-23 04:05:30,-17.7333,-149.15,82.42,78,88,13.53,overcast clouds
280,Ixhuatan,MX,2021-11-23 04:06:51,16.3569,-94.4825,76.1,65,37,9.51,scattered clouds
281,Okitipupa,NG,2021-11-23 04:06:51,6.5047,4.7839,74.95,98,100,1.45,overcast clouds
282,Victoria,HK,2021-11-23 04:02:44,22.2855,114.1577,62.19,74,99,1.01,overcast clouds
283,Conceicao Do Araguaia,BR,2021-11-23 04:06:52,-8.2578,-49.2647,74.05,92,100,0.4,overcast clouds
284,Krasnoselkup,RU,2021-11-23 04:06:52,65.7,82.4667,20.5,95,98,14.92,light snow
285,Saskylakh,RU,2021-11-23 04:06:53,71.9167,114.0833,-24.77,98,11,8.68,few clouds
286,Birao,CF,2021-11-23 04:06:53,10.2849,22.7882,67.84,27,79,8.32,broken clouds
287,Sangar,RU,2021-11-23 04:06:54,63.9242,127.4739,-21.66,93,51,0.98,broken clouds
288,Portland,US,2021-11-23 04:03:09,45.5234,-122.6762,46.51,90,90,1.01,overcast clouds
289,Plettenberg Bay,ZA,2021-11-23 04:06:44,-34.0527,23.3716,60.49,78,99,7.4,light rain
290,Kenai,US,2021-11-23 04:06:55,60.5544,-151.2583,9.14,85,90,3.44,light snow
291,San Pedro,PH,2021-11-23 04:03:02,14.35,121.0167,85.35,74,81,13.02,broken clouds
292,Manggar,ID,2021-11-23 04:06:56,-2.8833,108.2667,88.09,59,100,1.74,overcast clouds
293,Huarmey,PE,2021-11-23 04:06:56,-10.0681,-78.1522,65.89,83,97,6.85,overcast clouds
294,Porto Velho,BR,2021-11-23 04:06:57,-8.7619,-63.9039,77.05,94,75,2.3,broken clouds
295,Bathsheba,BB,2021-11-23 04:06:58,13.2167,-59.5167,78.08,82,97,11.12,overcast clouds
296,Acari,PE,2021-11-23 04:06:59,-15.4311,-74.6158,68.97,75,80,2.28,broken clouds
297,Bata,GQ,2021-11-23 04:06:59,1.8639,9.7658,76.55,88,39,5.37,scattered clouds
298,Normandin,CA,2021-11-23 04:06:59,48.8333,-72.5321,20.59,81,53,4.74,broken clouds
299,Nekrasovka,RU,2021-11-23 04:07:00,48.3525,135.2325,19.42,68,75,13.42,light shower snow
300,Rio Cuarto,AR,2021-11-23 04:05:51,-33.1307,-64.3499,56.84,40,0,2.84,clear sky
301,Olafsvik,IS,2021-11-23 04:07:02,64.8945,-23.7142,40.42,61,68,16.69,broken clouds
302,Prabumulih,ID,2021-11-23 04:07:02,-3.45,104.25,85.82,65,100,2.64,overcast clouds
303,Broken Hill,AU,2021-11-23 04:07:02,-31.95,141.4333,77.65,42,100,7.96,light rain
304,Saint-Augustin,CA,2021-11-23 04:02:52,51.226,-58.6502,40.55,82,100,19.89,overcast clouds
305,Teguise,ES,2021-11-23 04:07:03,29.0605,-13.564,62.82,88,0,3.44,clear sky
306,Muros,ES,2021-11-23 04:06:20,42.7762,-9.0603,55.83,77,60,17.85,broken clouds
307,Gunjur,GM,2021-11-23 04:07:04,13.2019,-16.7339,75.27,94,0,4.61,clear sky
308,Bonnyville,CA,2021-11-23 04:07:04,54.2668,-110.735,26.82,88,100,7.2,overcast clouds
309,Kostomuksha,RU,2021-11-23 04:07:05,64.571,30.5767,15.44,93,8,5.93,clear sky
310,Mwanza,TZ,2021-11-23 04:07:05,-2.5167,32.9,70.63,77,42,4.03,moderate rain
311,Magdalena,PH,2021-11-23 04:04:05,14.1999,121.429,85.42,77,58,10.38,broken clouds
312,Laranjeiras Do Sul,BR,2021-11-23 04:07:06,-25.4078,-52.4161,61.54,74,48,1.25,moderate rain
313,Chapais,CA,2021-11-23 04:02:44,49.7834,-74.8492,13.78,89,100,10.67,overcast clouds
314,Mackay,AU,2021-11-23 04:07:06,-21.15,149.2,85.68,66,41,13.29,scattered clouds
315,Twentynine Palms,US,2021-11-23 04:04:26,34.1356,-116.0542,66.06,17,98,4.0,overcast clouds
316,Povenets,RU,2021-11-23 04:07:07,62.8487,34.8262,16.29,84,57,6.29,broken clouds
317,Katherine,AU,2021-11-23 04:07:07,-14.4667,132.2667,98.92,39,40,8.05,scattered clouds
318,Asyut,EG,2021-11-23 04:07:08,27.181,31.1837,58.68,66,0,3.98,clear sky
319,Havre-Saint-Pierre,CA,2021-11-23 04:07:08,50.2334,-63.5986,43.16,93,90,6.91,overcast clouds
320,Guadalupe Y Calvo,MX,2021-11-23 04:07:09,26.1,-106.9667,48.15,69,95,4.76,overcast clouds
321,Loukhi,RU,2021-11-23 04:07:09,66.0764,33.0381,15.28,89,7,7.65,clear sky
322,Port Lincoln,AU,2021-11-23 04:07:09,-34.7333,135.8667,66.9,65,99,15.75,overcast clouds
323,Klaksvik,FO,2021-11-23 04:07:10,62.2266,-6.589,47.32,79,100,31.07,overcast clouds
324,Ibipeba,BR,2021-11-23 04:07:10,-11.6408,-42.0111,73.31,74,97,8.37,overcast clouds
325,Flin Flon,CA,2021-11-23 04:03:00,54.7682,-101.865,18.91,94,100,12.12,light snow
326,Vardo,NO,2021-11-23 04:07:11,70.3705,31.1107,17.8,48,100,17.98,overcast clouds
327,Rorvik,NO,2021-11-23 04:07:11,64.8621,11.2373,41.97,94,100,22.24,light rain
328,Port Elizabeth,ZA,2021-11-23 04:07:12,-33.918,25.5701,61.11,78,97,16.13,overcast clouds
329,Port-Gentil,GA,2021-11-23 04:07:12,-0.7193,8.7815,79.3,85,92,7.05,light rain
330,Anloga,GH,2021-11-23 04:07:13,5.7947,0.8973,82.18,76,78,6.53,broken clouds
331,Ust-Omchug,RU,2021-11-23 04:07:14,61.15,149.6333,-19.91,99,43,1.5,scattered clouds
332,Kaoma,ZM,2021-11-23 04:07:14,-14.7833,24.8,65.21,97,100,4.9,light rain
333,Ola,RU,2021-11-23 04:07:15,59.5833,151.2833,10.15,77,7,12.84,clear sky
334,Wanning,CN,2021-11-23 04:07:15,18.8003,110.3967,70.93,79,93,16.06,overcast clouds
335,Tambacounda,SN,2021-11-23 04:07:16,13.7539,-13.7586,79.56,21,68,6.06,broken clouds
336,Seoul,KR,2021-11-23 04:07:16,37.5683,126.9778,36.79,42,77,16.22,broken clouds
337,Gokak,IN,2021-11-23 04:07:17,16.1667,74.8333,79.45,73,1,6.91,clear sky
338,Leshukonskoye,RU,2021-11-23 04:07:17,64.8989,45.7622,21.51,91,100,9.37,overcast clouds
339,Tome,CL,2021-11-23 04:07:18,-36.6167,-72.95,56.01,56,1,7.0,clear sky
340,Baturaja,ID,2021-11-23 04:07:18,-4.1333,104.1667,85.87,65,100,1.14,overcast clouds
341,Santa Isabel Do Rio Negro,BR,2021-11-23 04:07:18,-0.4139,-65.0192,73.36,98,100,1.45,overcast clouds
342,Pochutla,MX,2021-11-23 04:07:19,15.7432,-96.4661,77.85,87,99,4.23,overcast clouds
343,Christchurch,NZ,2021-11-23 04:04:07,-43.5333,172.6333,61.92,68,75,4.0,broken clouds
344,Clyde River,CA,2021-11-23 04:07:19,70.4692,-68.5914,16.03,86,100,18.41,light snow
345,Husavik,IS,2021-11-23 04:03:25,66.0449,-17.3389,33.96,82,20,7.67,light rain
346,Yulara,AU,2021-11-23 04:07:20,-25.2406,130.9889,84.04,51,40,10.36,scattered clouds
347,Sambava,MG,2021-11-23 04:07:21,-14.2667,50.1667,76.42,78,64,4.76,light rain
348,Mecca,SA,2021-11-23 04:05:18,21.4267,39.8261,70.03,46,81,4.68,broken clouds
349,Chato,TZ,2021-11-23 04:07:21,-2.6378,31.7669,66.65,80,70,3.13,broken clouds
350,Cap Malheureux,MU,2021-11-23 04:05:45,-19.9842,57.6142,79.47,59,3,1.99,clear sky
351,Coihaique,CL,2021-11-23 04:07:22,-45.5752,-72.0662,47.41,89,98,6.64,overcast clouds
352,Kamenka,RU,2021-11-23 04:07:23,51.3223,42.7678,27.75,76,100,5.32,overcast clouds
353,San Luis,AR,2021-11-23 04:07:23,-33.295,-66.3356,70.34,31,0,20.71,clear sky
354,Faanui,PF,2021-11-23 04:07:24,-16.4833,-151.75,81.34,74,100,8.84,overcast clouds
355,Ambulu,ID,2021-11-23 04:07:26,-8.345,113.6058,84.88,72,100,3.53,overcast clouds
356,Hall,US,2021-11-23 04:07:26,34.3168,-83.7832,43.59,49,1,10.36,clear sky
357,Puerto Escondido,MX,2021-11-23 04:07:26,15.85,-97.0667,79.63,69,40,5.75,scattered clouds
358,Itoman,JP,2021-11-23 04:07:27,26.1247,127.6694,69.82,61,75,20.71,broken clouds
359,College,US,2021-11-23 04:07:27,64.8569,-147.8028,1.58,66,90,12.66,light snow
360,Pisco,PE,2021-11-23 04:07:28,-13.7,-76.2167,66.25,82,90,11.5,overcast clouds
361,Takhtamygda,RU,2021-11-23 04:05:29,54.1,123.5667,9.28,57,100,9.8,overcast clouds
362,Teluk Nibung,ID,2021-11-23 04:07:29,3.001,99.8164,79.16,87,99,3.13,overcast clouds
363,Margate,GB,2021-11-23 04:05:21,51.3813,1.3862,45.7,80,76,1.99,broken clouds
364,Naze,JP,2021-11-23 04:05:35,28.3667,129.4833,60.22,64,90,14.85,overcast clouds
365,Kailua,US,2021-11-23 04:07:30,21.4022,-157.7394,80.58,74,90,12.66,overcast clouds
366,Iquitos,PE,2021-11-23 04:04:58,-3.7481,-73.2472,77.04,94,75,2.3,broken clouds
367,Galle,LK,2021-11-23 04:07:30,6.0367,80.217,82.15,74,94,8.21,overcast clouds
368,Hambantota,LK,2021-11-23 04:07:31,6.1241,81.1185,84.54,89,20,2.3,few clouds
369,Zermatt,CH,2021-11-23 04:07:31,46.0213,7.7491,36.18,96,35,4.79,scattered clouds
370,Iisalmi,FI,2021-11-23 04:07:32,63.5592,27.1907,24.82,99,96,0.63,overcast clouds
371,Bureya,RU,2021-11-23 04:07:32,49.8133,129.8131,24.44,93,100,15.66,light snow
372,Cuaspud,CO,2021-11-23 04:07:32,0.8628,-77.7263,48.96,96,99,0.96,overcast clouds
373,Kahului,US,2021-11-23 04:07:33,20.8947,-156.47,78.06,88,75,16.11,broken clouds
374,Priargunsk,RU,2021-11-23 04:07:33,50.3691,119.1012,11.16,56,1,12.57,clear sky
375,Calderitas,MX,2021-11-23 04:07:34,18.55,-88.25,74.17,81,65,8.52,broken clouds
376,Zhaotong,CN,2021-11-23 04:07:34,27.3167,103.7167,34.66,98,100,3.38,light rain
377,Banjar,ID,2021-11-23 04:07:31,-8.19,114.9675,87.66,67,84,4.32,broken clouds
378,Namatanai,PG,2021-11-23 04:07:35,-3.6667,152.4333,82.27,76,95,8.97,light rain
379,Yura,PE,2021-11-23 04:07:35,-16.2522,-71.6797,58.5,46,100,3.47,overcast clouds
380,Kutum,SD,2021-11-23 04:07:36,14.2,24.6667,57.61,40,3,7.05,clear sky
381,Angoche,MZ,2021-11-23 04:07:37,-16.2325,39.9086,78.71,76,36,6.35,scattered clouds
382,Oktyabrskoye,RU,2021-11-23 04:07:38,43.0645,44.7417,24.94,93,1,2.24,clear sky
383,Fagernes,NO,2021-11-23 04:07:38,60.9858,9.2324,21.88,96,83,2.8,broken clouds
384,Quchan,IR,2021-11-23 04:07:38,37.106,58.5095,46.89,59,8,0.98,clear sky
385,Tiruvallur,IN,2021-11-23 04:07:39,13.15,79.9167,83.84,80,100,7.34,overcast clouds
386,Guerrero Negro,MX,2021-11-23 04:07:42,27.9769,-114.0611,69.51,54,100,7.92,overcast clouds
387,Shaoguan,CN,2021-11-23 04:07:42,24.8,113.5833,60.06,51,74,5.35,broken clouds
388,Matola,MZ,2021-11-23 04:03:29,-25.9622,32.4589,70.52,93,100,3.13,light rain
389,The Valley,AI,2021-11-23 04:07:43,18.217,-63.0578,79.11,70,94,14.34,overcast clouds
390,Negombo,LK,2021-11-23 04:07:43,7.2083,79.8358,82.45,78,20,9.22,few clouds
391,Goldap,PL,2021-11-23 04:07:44,54.3063,22.3036,31.84,89,98,12.35,light snow
392,Katsuura,JP,2021-11-23 04:07:44,35.1333,140.3,59.14,74,87,4.7,overcast clouds
393,Ambikapur,IN,2021-11-23 04:07:44,23.1167,83.2,74.61,43,0,3.04,clear sky
394,Lianran,CN,2021-11-23 04:07:45,24.9227,102.485,50.0,92,100,2.91,overcast clouds
395,Igrim,RU,2021-11-23 04:07:45,63.1906,64.4162,11.08,97,97,4.36,overcast clouds
396,Ewa Beach,US,2021-11-23 04:07:46,21.3156,-158.0072,80.55,74,90,5.99,overcast clouds
397,Chinsali,ZM,2021-11-23 04:07:46,-10.5414,32.0816,68.88,71,29,3.02,scattered clouds
398,Nelson Bay,AU,2021-11-23 04:07:47,-32.7167,152.15,76.75,81,88,1.99,overcast clouds
399,Puerto Carreno,CO,2021-11-23 04:07:47,6.189,-67.4859,78.08,80,97,3.6,overcast clouds
400,Tabas,IR,2021-11-23 04:07:48,33.5959,56.9244,59.18,68,72,1.77,broken clouds
401,Capreol,CA,2021-11-23 04:07:48,46.706,-80.9225,25.56,86,50,7.85,scattered clouds
402,Broome,US,2021-11-23 04:07:14,42.2506,-75.833,30.02,69,1,1.99,clear sky
403,Acajutla,SV,2021-11-23 04:07:49,13.5928,-89.8275,78.28,70,86,5.26,overcast clouds
404,Srednekolymsk,RU,2021-11-23 04:02:54,67.45,153.6833,-30.95,99,60,4.97,broken clouds
405,Namibe,AO,2021-11-23 04:07:49,-15.1961,12.1522,68.2,78,63,5.19,broken clouds
406,Dharchula,IN,2021-11-23 04:07:50,29.85,80.5333,66.69,18,0,3.22,clear sky
407,Lahij,YE,2021-11-23 04:07:50,13.1667,44.5833,71.76,80,29,1.23,scattered clouds
408,La Brea,HN,2021-11-23 04:07:50,15.8,-85.9667,72.0,94,41,3.51,scattered clouds
409,Whitehorse,CA,2021-11-23 04:07:51,60.7161,-135.0538,5.31,77,100,2.46,overcast clouds
410,Amahai,ID,2021-11-23 04:04:22,-3.3333,128.9167,86.16,65,29,7.63,scattered clouds
411,Santa Ana Huista,GT,2021-11-23 04:07:51,15.6833,-91.8167,71.26,92,95,3.51,overcast clouds
412,Richards Bay,ZA,2021-11-23 04:07:52,-28.783,32.0377,69.21,89,100,10.76,light rain
413,Kloulklubed,PW,2021-11-23 04:07:52,7.0419,134.2556,88.3,77,89,12.88,overcast clouds
414,Nanortalik,GL,2021-11-23 04:07:19,60.1432,-45.2371,20.86,74,5,13.98,clear sky
415,Bilma,NE,2021-11-23 04:07:53,18.6853,12.9164,71.15,24,0,8.9,clear sky
416,Kuminskiy,RU,2021-11-23 04:07:53,58.6667,66.5667,19.85,93,99,8.55,overcast clouds
417,Tulagi,SB,2021-11-23 04:07:54,-9.0996,160.1476,83.75,71,78,10.36,light rain
418,Kayes,ML,2021-11-23 04:07:54,14.0,-11.0,77.31,20,4,4.5,clear sky
419,Tucurui,BR,2021-11-23 04:07:55,-3.7661,-49.6725,74.86,88,61,0.89,broken clouds
420,Bac Lieu,VN,2021-11-23 04:07:55,9.285,105.7244,85.17,71,73,14.94,broken clouds
421,Faya,SA,2021-11-23 04:06:05,18.3851,42.4509,52.32,64,11,2.04,few clouds
422,Chulman,RU,2021-11-23 04:07:56,56.8479,124.9104,-11.09,89,100,5.53,overcast clouds
423,Bubaque,GW,2021-11-23 04:07:56,11.2833,-15.8333,82.13,77,5,8.21,clear sky
424,Yining,CN,2021-11-23 04:07:57,29.0361,114.5636,54.97,33,20,1.66,few clouds
425,Swellendam,ZA,2021-11-23 04:07:57,-34.0226,20.4417,58.86,86,94,5.99,overcast clouds
426,Ahuimanu,US,2021-11-23 04:07:58,21.4447,-157.8378,80.31,77,90,12.66,overcast clouds
427,Mugur-Aksy,RU,2021-11-23 04:07:58,50.35,90.5,15.89,69,95,7.87,overcast clouds
428,Zhigansk,RU,2021-11-23 04:07:59,66.7697,123.3711,-18.62,95,100,9.01,overcast clouds
429,Kushmurun,KZ,2021-11-23 04:07:59,52.4503,64.6311,28.8,92,67,17.96,broken clouds
430,Demba,CD,2021-11-23 04:07:59,-5.51,22.2667,66.56,100,100,1.5,light rain
431,Goundam,ML,2021-11-23 04:08:00,16.4145,-3.6708,75.61,30,7,9.26,clear sky
432,Ikalamavony,MG,2021-11-23 04:08:00,-21.15,46.5833,75.9,61,51,1.57,broken clouds
433,Nushki,PK,2021-11-23 04:08:01,29.5542,66.0215,59.9,17,0,0.13,clear sky
434,Bogorodskoye,RU,2021-11-23 04:08:01,56.55,37.8833,16.61,95,51,6.31,broken clouds
435,Tessalit,ML,2021-11-23 04:08:02,20.1986,1.0114,72.21,33,99,7.07,overcast clouds
436,Porto Novo,BJ,2021-11-23 04:08:02,6.4965,2.6036,78.48,86,63,2.57,broken clouds
437,Tabuk,PH,2021-11-23 04:08:03,17.4189,121.4443,83.77,64,18,7.4,few clouds
438,Port Shepstone,ZA,2021-11-23 04:08:03,-30.7414,30.455,70.03,75,100,15.9,overcast clouds
439,Trat,TH,2021-11-23 04:08:04,12.5,102.5,83.98,63,94,11.99,overcast clouds
440,Sergeyevka,KZ,2021-11-23 04:08:04,53.88,67.4158,23.72,93,96,16.04,light snow
441,Fallon,US,2021-11-23 04:05:09,39.4735,-118.7774,30.07,69,1,5.75,clear sky
442,Santa Cruz,BO,2021-11-23 04:07:58,-17.8,-63.1667,77.56,73,100,4.23,overcast clouds
443,Dakar,SN,2021-11-23 04:08:05,14.6937,-17.4441,74.28,57,37,5.1,scattered clouds
444,Vanavara,RU,2021-11-23 04:08:05,60.34,102.2797,16.14,94,100,7.78,light snow
445,Eureka,US,2021-11-23 04:07:51,40.8021,-124.1637,50.2,78,26,6.24,scattered clouds
446,Mount Isa,AU,2021-11-23 04:08:06,-20.7333,139.5,98.37,19,97,10.36,overcast clouds
447,Devgarh,IN,2021-11-23 04:08:06,25.5333,73.9,72.84,28,0,3.58,clear sky
448,Hervey Bay,AU,2021-11-23 04:04:26,-25.2986,152.8535,82.04,73,79,11.25,broken clouds
449,Sunderland,GB,2021-11-23 04:08:07,54.9047,-1.3822,43.09,91,40,5.99,scattered clouds
450,Adeje,ES,2021-11-23 04:08:08,28.1227,-16.726,69.98,83,20,5.75,few clouds
451,Beringovskiy,RU,2021-11-23 04:08:08,63.05,179.3167,-2.51,99,96,13.22,overcast clouds
452,Jingdezhen,CN,2021-11-23 04:08:09,29.2947,117.2079,52.99,35,11,2.33,few clouds
453,Hobyo,SO,2021-11-23 04:06:14,5.3505,48.5268,80.01,69,84,9.04,broken clouds
454,Magadan,RU,2021-11-23 04:08:09,59.5667,150.8,9.54,72,5,14.23,clear sky
455,Sibolga,ID,2021-11-23 04:08:10,1.7427,98.7792,85.06,64,100,4.81,overcast clouds
456,Alexandria,EG,2021-11-23 04:08:10,31.2156,29.9553,65.88,75,6,2.37,clear sky
457,Caconda,AO,2021-11-23 04:08:11,-13.7333,15.0667,58.12,84,100,1.3,overcast clouds
458,Nemuro,JP,2021-11-23 04:05:15,43.3236,145.575,42.03,56,9,20.42,clear sky
459,Salalah,OM,2021-11-23 04:08:11,17.0151,54.0924,82.49,18,0,8.05,clear sky
460,Suixi,CN,2021-11-23 04:08:12,33.8907,116.7747,48.79,23,0,10.56,clear sky
461,Fairbanks,US,2021-11-23 04:08:03,64.8378,-147.7164,1.6,66,90,12.66,light snow
462,Inhambane,MZ,2021-11-23 04:08:12,-23.865,35.3833,72.63,87,100,7.2,light rain
463,Matara,LK,2021-11-23 04:08:13,5.9485,80.5353,84.38,69,87,4.7,overcast clouds
464,Pinega,RU,2021-11-23 04:08:13,64.7001,43.3936,19.65,84,100,9.62,overcast clouds
465,Biak,ID,2021-11-23 04:08:14,-0.9131,122.8766,83.71,72,63,1.16,broken clouds
466,Filingue,NE,2021-11-23 04:08:14,14.3521,3.3168,76.78,23,1,9.86,clear sky
467,Saint Marys,US,2021-11-23 04:08:15,30.7305,-81.5465,60.82,89,1,5.99,clear sky
468,Kirkwall,GB,2021-11-23 04:08:15,58.9848,-2.9587,46.96,87,40,11.5,scattered clouds
469,Stockton-On-Tees,GB,2021-11-23 04:04:41,54.5685,-1.3187,43.34,89,38,3.83,scattered clouds
470,Suez,EG,2021-11-23 04:08:16,29.9737,32.5263,61.27,76,0,5.64,clear sky
471,Santo Tomas,PH,2021-11-23 04:08:16,14.1079,121.1414,84.58,65,82,11.01,broken clouds
472,Udachnyy,RU,2021-11-23 04:08:16,66.4167,112.4,-31.0,100,89,6.44,overcast clouds
473,Omboue,GA,2021-11-23 04:08:17,-1.5746,9.2618,76.75,91,100,4.25,moderate rain
474,Kiunga,PG,2021-11-23 04:08:17,-6.1219,141.2906,92.64,48,46,2.62,scattered clouds
475,Madison,US,2021-11-23 04:06:17,34.7334,-86.5667,39.33,68,1,3.0,clear sky
476,Tual,ID,2021-11-23 04:08:18,-5.6667,132.75,83.79,72,35,4.5,scattered clouds
477,Kindu,CD,2021-11-23 04:08:20,-2.95,25.95,68.58,99,100,1.05,overcast clouds
478,Praia,CV,2021-11-23 04:08:20,14.9215,-23.5087,76.75,80,4,13.24,clear sky
479,Iqaluit,CA,2021-11-23 04:08:21,63.7506,-68.5145,28.13,74,90,11.01,overcast clouds
480,Kualakapuas,ID,2021-11-23 04:08:22,-3.0091,114.3876,89.76,53,39,1.88,scattered clouds
481,Kyra,RU,2021-11-23 04:08:22,49.5776,111.9753,13.75,66,5,1.66,clear sky
482,Mahanoro,MG,2021-11-23 04:08:23,-19.9,48.8,79.68,65,21,6.35,few clouds
483,Bam,IR,2021-11-23 04:08:23,29.106,58.357,65.17,25,2,4.34,clear sky
484,Lidkoping,SE,2021-11-23 04:08:24,58.5052,13.1577,33.55,78,36,0.92,scattered clouds
485,Rawson,AR,2021-11-23 04:08:26,-43.3002,-65.1023,50.81,56,90,12.06,overcast clouds
486,Alofi,NU,2021-11-23 04:08:26,-19.0595,-169.9187,79.34,74,81,12.26,broken clouds
487,Codrington,AU,2021-11-23 04:08:26,-38.2667,141.9667,72.23,66,100,18.72,light rain
488,Sinnamary,GF,2021-11-23 04:08:27,5.3833,-52.95,77.54,88,83,6.31,broken clouds
489,Ambanja,MG,2021-11-23 04:08:28,-13.6833,48.45,77.41,81,71,2.1,broken clouds
490,Vieste,IT,2021-11-23 04:08:29,41.8825,16.175,56.32,80,99,5.95,overcast clouds
491,Luau,AO,2021-11-23 04:08:29,-10.7073,22.2247,63.27,98,97,3.11,light rain
492,Sladkovo,RU,2021-11-23 04:08:30,55.5284,70.3385,21.36,91,99,13.87,overcast clouds
493,Collie,AU,2021-11-23 04:08:30,-33.3667,116.15,74.75,30,0,4.88,clear sky
494,Kavaratti,IN,2021-11-23 04:05:32,10.5669,72.642,81.28,76,80,8.5,broken clouds
495,Torit,SS,2021-11-23 04:08:31,4.4133,32.5678,73.83,61,92,1.21,overcast clouds
496,Port Hardy,CA,2021-11-23 04:08:31,50.6996,-127.4199,42.98,93,90,2.3,overcast clouds
497,Zhezkazgan,KZ,2021-11-23 04:08:32,47.8043,67.7144,34.61,90,100,17.13,overcast clouds
498,San Policarpo,PH,2021-11-23 04:08:32,12.1791,125.5072,84.79,65,33,10.8,scattered clouds
499,Cherskiy,RU,2021-11-23 04:08:33,68.75,161.3,-32.31,100,40,3.24,scattered clouds
500,Jeremie,HT,2021-11-23 04:08:33,18.65,-74.1167,78.01,83,62,3.42,broken clouds
501,Marsa Matruh,EG,2021-11-23 04:08:33,31.3525,27.2453,63.14,54,9,6.67,clear sky
502,Sao Joao Da Barra,BR,2021-11-23 04:04:10,-21.6403,-41.0511,67.57,74,28,4.16,scattered clouds
503,Contamana,PE,2021-11-23 04:08:34,-7.3333,-75.0167,75.45,75,99,2.48,overcast clouds
504,Dusti,TJ,2021-11-23 04:08:35,37.3481,68.664,43.52,31,74,4.85,broken clouds
505,Ardmore,US,2021-11-23 04:08:35,34.1743,-97.1436,51.26,57,1,1.99,clear sky
506,Kununurra,AU,2021-11-23 04:08:35,-15.7667,128.7333,102.18,30,40,9.22,scattered clouds
507,Okha,RU,2021-11-23 04:08:36,53.5739,142.9478,33.98,84,100,32.88,overcast clouds
508,Kyzyl-Suu,KG,2021-11-23 04:08:37,42.3414,78.0056,35.73,45,8,2.42,clear sky
509,Aklavik,CA,2021-11-23 04:08:38,68.2191,-135.0107,-8.0,95,100,7.74,overcast clouds
510,Belmonte,BR,2021-11-23 04:08:38,-15.8631,-38.8828,70.3,89,100,10.27,overcast clouds
511,Bismil,TR,2021-11-23 04:08:38,37.8486,40.6658,47.82,72,0,1.54,clear sky
512,Nokaneng,BW,2021-11-23 04:08:39,-19.6667,22.2667,70.77,59,98,6.08,overcast clouds
513,Pangnirtung,CA,2021-11-23 04:08:39,66.1451,-65.7125,22.68,75,100,15.5,overcast clouds
514,Dalby,AU,2021-11-23 04:08:40,-27.1833,151.2667,74.03,63,81,19.13,light rain
515,Nouakchott,MR,2021-11-23 04:08:40,18.0858,-15.9785,76.93,50,57,12.97,broken clouds
516,Palmer,US,2021-11-23 04:08:22,42.1584,-72.3287,35.15,62,20,1.01,few clouds
517,La Libertad,EC,2021-11-23 04:08:41,-2.2333,-80.9,68.76,83,88,6.22,overcast clouds
518,Nome,US,2021-11-23 04:05:33,64.5011,-165.4064,6.87,47,1,16.11,clear sky
519,Fernandina Beach,US,2021-11-23 04:08:41,30.6697,-81.4626,60.78,89,1,3.0,clear sky
520,Huicheng,CN,2021-11-23 04:08:42,23.0385,116.2899,64.99,54,95,10.63,overcast clouds
521,Shirokiy,RU,2021-11-23 04:08:42,49.758,129.523,22.64,94,100,16.31,light snow
522,Thinadhoo,MV,2021-11-23 04:08:43,0.5333,72.9333,82.13,75,100,19.1,overcast clouds
523,Hurghada,EG,2021-11-23 04:08:43,27.2574,33.8129,64.72,58,0,11.14,clear sky
524,Ostrovnoy,RU,2021-11-23 04:08:44,68.0531,39.5131,20.55,93,46,7.58,scattered clouds
